seasonID,seasonYear,startDate,endDate,leagueName,leagueType,leagueCountry
429,2015,2015-10-20,2016-07-09,Premier League,League,Egypt
430,2016,2016-09-15,2017-07-17,Premier League,League,Egypt
431,2017,2017-09-08,2018-05-20,Premier League,League,Egypt
432,2018,2018-07-31,2019-07-28,Premier League,League,Egypt
433,2019,2019-09-21,2020-10-31,Premier League,League,Egypt
434,2020,2020-12-11,2021-08-27,Premier League,League,Egypt
435,2021,2021-10-25,2022-08-29,Premier League,League,Egypt
436,2011,2011-07-30,2012-05-06,Primera Division,League,El-Salvador
437,2012,2012-07-14,2013-05-26,Primera Division,League,El-Salvador
438,2013,2013-08-04,2014-05-25,Primera Division,League,El-Salvador
439,2014,2014-08-02,2015-05-24,Primera Division,League,El-Salvador
440,2015,2015-08-01,2016-05-29,Primera Division,League,El-Salvador
441,2016,2016-07-29,2017-05-21,Primera Division,League,El-Salvador
442,2017,2017-07-29,2018-05-20,Primera Division,League,El-Salvador
443,2018,2018-07-28,2019-05-26,Primera Division,League,El-Salvador
444,2019,2019-07-27,2020-05-09,Primera Division,League,El-Salvador
445,2020,2020-10-10,2021-05-30,Primera Division,League,El-Salvador
446,2021,2021-08-01,2022-05-29,Primera Division,League,El-Salvador
447,2022,2022-07-09,2022-11-06,Primera Division,League,El-Salvador
448,2011,2011-03-05,2011-11-05,Meistriliiga,League,Estonia
449,2012,2012-03-10,2012-11-03,Meistriliiga,League,Estonia
450,2013,2013-03-02,2013-11-09,Meistriliiga,League,Estonia
451,2014,2014-03-01,2014-11-08,Meistriliiga,League,Estonia
452,2015,2015-03-06,2015-11-07,Meistriliiga,League,Estonia
453,2016,2016-03-04,2016-11-05,Meistriliiga,League,Estonia
454,2017,2017-03-03,2017-11-04,Meistriliiga,League,Estonia
455,2018,2018-03-03,2018-11-10,Meistriliiga,League,Estonia
456,2019,2019-03-08,2019-11-09,Meistriliiga,League,Estonia
457,2020,2020-03-06,2020-12-13,Meistriliiga,League,Estonia
458,2021,2021-03-13,2021-12-05,Meistriliiga,League,Estonia
459,2022,2022-03-01,2022-11-12,Meistriliiga,League,Estonia
460,2011,2011-08-23,2012-05-27,Erovnuli Liga 2,League,Georgia
461,2012,2012-08-25,2013-05-27,Erovnuli Liga 2,League,Georgia
462,2013,2013-08-30,2014-05-16,Erovnuli Liga 2,League,Georgia
463,2014,2014-08-25,2015-05-23,Erovnuli Liga 2,League,Georgia
464,2015,2015-09-02,2016-05-21,Erovnuli Liga 2,League,Georgia
465,2016,2016-08-19,2016-12-10,Erovnuli Liga 2,League,Georgia
466,2017,2017-03-04,2017-11-25,Erovnuli Liga 2,League,Georgia
467,2011,2010-09-05,2011-06-15,Premier League,League,Ghana
468,2012,2011-10-09,2012-06-06,Premier League,League,Ghana
469,2016,2016-02-20,2016-09-18,Premier League,League,Ghana
470,2017,2017-02-12,2017-10-22,Premier League,League,Ghana
471,2018,2018-03-17,2018-06-23,Premier League,League,Ghana
472,2020,2020-11-14,2021-07-18,Premier League,League,Ghana
473,2021,2021-10-29,2022-07-31,Premier League,League,Ghana
474,2022,2022-09-09,2023-06-09,Premier League,League,Ghana
475,2013,2013-08-04,2014-05-18,Liga Nacional,League,Guatemala
476,2014,2014-07-20,2015-05-24,Liga Nacional,League,Guatemala
477,2015,2015-08-01,2016-05-29,Liga Nacional,League,Guatemala
478,2016,2016-07-17,2017-05-28,Liga Nacional,League,Guatemala
479,2018,2018-07-28,2019-05-26,Liga Nacional,League,Guatemala
480,2019,2019-07-27,2020-06-07,Liga Nacional,League,Guatemala
481,2020,2020-08-29,2021-05-24,Liga Nacional,League,Guatemala
482,2021,2021-07-30,2022-05-30,Liga Nacional,League,Guatemala
483,2022,2022-07-24,2022-11-27,Liga Nacional,League,Guatemala
484,2011,2011-07-30,2012-05-26,Primera Division,League,Guatemala
485,2012,2012-07-29,2013-06-02,Primera Division,League,Guatemala
486,2013,2013-08-03,2014-06-01,Primera Division,League,Guatemala
487,2014,2014-08-02,2015-05-24,Primera Division,League,Guatemala
488,2015,2015-08-01,2016-05-22,Primera Division,League,Guatemala
489,2016,2016-07-30,2017-06-04,Primera Division,League,Guatemala
490,2017,2017-07-29,2018-05-27,Primera Division,League,Guatemala
491,2018,2018-08-04,2019-05-31,Primera Division,League,Guatemala
492,2019,2019-07-26,2020-08-22,Primera Division,League,Guatemala
493,2020,2020-10-02,2021-05-15,Primera Division,League,Guatemala
494,2021,2021-07-31,2022-06-05,Primera Division,League,Guatemala
495,2022,2022-07-23,2022-11-13,Primera Division,League,Guatemala
496,2011,2011-11-09,2012-04-04,Cup,Cup,Greece
497,2012,2012-10-24,2013-05-11,Cup,Cup,Greece
498,2013,2013-09-14,2014-04-26,Cup,Cup,Greece
499,2014,2014-08-28,2015-05-23,Cup,Cup,Greece
500,2015,2015-09-09,2016-05-17,Cup,Cup,Greece
501,2016,2016-09-14,2017-05-06,Cup,Cup,Greece
502,2017,2017-08-20,2018-05-12,Cup,Cup,Greece
503,2018,2018-08-26,2019-05-11,Cup,Cup,Greece
504,2019,2019-08-24,2020-09-12,Cup,Cup,Greece
505,2020,2020-10-28,2021-05-22,Cup,Cup,Greece
506,2021,2021-08-28,2022-05-21,Cup,Cup,Greece
507,2011,2011-10-28,2012-05-23,Football League,League,Greece
508,2012,2012-09-28,2013-05-26,Football League,League,Greece
509,2013,2013-09-27,2014-06-01,Football League,League,Greece
510,2014,2014-10-10,2015-06-14,Football League,League,Greece
511,2015,2015-09-25,2016-05-29,Football League,League,Greece
512,2016,2016-10-30,2017-06-11,Football League,League,Greece
513,2017,2017-10-28,2018-05-28,Football League,League,Greece
514,2018,2018-10-27,2019-05-05,Football League,League,Greece
515,2019,2019-09-28,2020-03-29,Football League,League,Greece
516,2020,2021-03-27,2021-06-27,Football League,League,Greece
517,2011,2011-08-27,2012-05-20,Super League 1,League,Greece
518,2012,2012-08-25,2013-06-02,Super League 1,League,Greece
519,2013,2013-08-17,2014-05-17,Super League 1,League,Greece
520,2014,2014-08-23,2015-06-07,Super League 1,League,Greece
521,2015,2015-08-22,2016-05-31,Super League 1,League,Greece
522,2016,2016-09-10,2017-05-31,Super League 1,League,Greece
523,2017,2017-08-19,2018-05-07,Super League 1,League,Greece
524,2018,2018-08-25,2019-05-05,Super League 1,League,Greece
525,2011,2011-07-15,2012-05-06,2. Bundesliga,League,Germany
526,2012,2012-08-03,2013-05-19,2. Bundesliga,League,Germany
527,2013,2013-07-19,2014-05-11,2. Bundesliga,League,Germany
528,2014,2014-08-01,2015-05-24,2. Bundesliga,League,Germany
529,2015,2015-07-24,2016-05-15,2. Bundesliga,League,Germany
530,2016,2016-08-05,2017-05-21,2. Bundesliga,League,Germany
531,2017,2017-07-28,2018-05-13,2. Bundesliga,League,Germany
532,2018,2018-08-03,2019-05-19,2. Bundesliga,League,Germany
533,2019,2019-07-26,2020-07-11,2. Bundesliga,League,Germany
534,2020,2020-09-18,2021-05-30,2. Bundesliga,League,Germany
535,2021,2021-07-23,2022-05-24,2. Bundesliga,League,Germany
536,2022,2022-07-15,2023-05-28,2. Bundesliga,League,Germany
537,2011,2011-07-22,2012-05-05,3. Liga,League,Germany
538,2012,2012-07-20,2013-05-18,3. Liga,League,Germany
539,2013,2013-07-19,2014-05-10,3. Liga,League,Germany
540,2014,2014-07-26,2015-05-23,3. Liga,League,Germany
541,2015,2015-07-24,2016-05-14,3. Liga,League,Germany
542,2016,2016-07-29,2017-05-20,3. Liga,League,Germany
543,2017,2017-07-21,2018-05-12,3. Liga,League,Germany
544,2018,2018-07-27,2019-05-18,3. Liga,League,Germany
545,2019,2019-07-19,2020-07-04,3. Liga,League,Germany
546,2020,2020-09-18,2021-05-22,3. Liga,League,Germany
547,2021,2021-07-23,2022-05-14,3. Liga,League,Germany
548,2022,2022-07-22,2023-05-27,3. Liga,League,Germany
549,2011,2011-07-29,2012-05-12,DFB Pokal,Cup,Germany
550,2012,2012-08-17,2013-06-01,DFB Pokal,Cup,Germany
551,2013,2013-08-02,2014-05-17,DFB Pokal,Cup,Germany
552,2014,2014-08-15,2015-05-30,DFB Pokal,Cup,Germany
553,2015,2015-08-07,2016-05-21,DFB Pokal,Cup,Germany
554,2016,2016-08-19,2017-05-27,DFB Pokal,Cup,Germany
555,2017,2017-08-11,2018-05-19,DFB Pokal,Cup,Germany
556,2018,2018-08-17,2019-05-25,DFB Pokal,Cup,Germany
557,2019,2019-08-09,2020-07-04,DFB Pokal,Cup,Germany
558,2020,2020-09-11,2021-05-13,DFB Pokal,Cup,Germany
559,2021,2021-08-06,2022-05-21,DFB Pokal,Cup,Germany
560,2022,2022-07-29,2023-01-31,DFB Pokal,Cup,Germany
561,2011,2011-06-26,2011-07-17,World Cup - Women,Cup,World
562,2013,2013-09-22,2014-05-07,2nd Division - Group A,League,Albania
563,2014,2014-09-28,2015-05-17,2nd Division - Group A,League,Albania
564,2015,2015-09-27,2016-05-08,2nd Division - Group A,League,Albania
565,2016,2016-10-12,2017-05-14,2nd Division - Group A,League,Albania
566,2017,2017-10-01,2018-05-13,2nd Division - Group A,League,Albania
567,2018,2018-09-16,2019-05-19,2nd Division - Group A,League,Albania
568,2019,2019-09-28,2020-07-25,2nd Division - Group A,League,Albania
569,2020,2020-11-04,2021-05-22,2nd Division - Group A,League,Albania
570,2021,2021-09-18,2022-04-24,2nd Division - Group A,League,Albania
571,2022,2022-10-01,2023-04-30,2nd Division - Group A,League,Albania
572,2013,2013-09-22,2014-05-04,2nd Division - Group B,League,Albania
573,2014,2014-09-28,2015-05-10,2nd Division - Group B,League,Albania
574,2015,2015-09-27,2016-05-08,2nd Division - Group B,League,Albania
575,2016,2016-10-12,2017-05-14,2nd Division - Group B,League,Albania
576,2017,2017-10-01,2018-05-13,2nd Division - Group B,League,Albania
577,2018,2018-09-16,2019-05-19,2nd Division - Group B,League,Albania
578,2019,2019-09-29,2020-07-19,2nd Division - Group B,League,Albania
579,2020,2020-11-04,2021-05-23,2nd Division - Group B,League,Albania
580,2021,2021-09-18,2022-04-24,2nd Division - Group B,League,Albania
581,2022,2022-10-02,2023-04-30,2nd Division - Group B,League,Albania
582,2012,2012-09-23,2013-04-21,1a Divisió,League,Andorra
583,2013,2013-09-22,2014-05-04,1a Divisió,League,Andorra
584,2014,2014-09-21,2015-05-03,1a Divisió,League,Andorra
585,2015,2015-09-27,2016-05-08,1a Divisió,League,Andorra
586,2016,2016-09-18,2017-05-21,1a Divisió,League,Andorra
587,2017,2017-09-17,2018-05-13,1a Divisió,League,Andorra
588,2018,2018-09-16,2019-05-19,1a Divisió,League,Andorra
589,2019,2019-09-15,2020-08-01,1a Divisió,League,Andorra
590,2020,2020-11-29,2021-06-02,1a Divisió,League,Andorra
591,2021,2021-09-19,2022-06-01,1a Divisió,League,Andorra
592,2022,2022-09-11,2023-05-21,1a Divisió,League,Andorra
593,2019,2019-09-21,2020-07-11,2a Divisió,League,Andorra
594,2020,2020-11-29,2021-05-23,2a Divisió,League,Andorra
595,2021,2021-09-18,2022-05-22,2a Divisió,League,Andorra
596,2022,2022-09-18,2023-03-26,2a Divisió,League,Andorra
597,2011,2011-08-06,2012-05-25,Primera B Metropolitana,League,Argentina
598,2012,2012-08-04,2013-06-22,Primera B Metropolitana,League,Argentina
599,2013,2013-08-02,2014-06-09,Primera B Metropolitana,League,Argentina
600,2014,2014-08-08,2014-12-08,Primera B Metropolitana,League,Argentina
601,2015,2015-02-14,2015-12-07,Primera B Metropolitana,League,Argentina
602,2016,2016-08-26,2017-08-03,Primera B Metropolitana,League,Argentina
603,2017,2017-09-02,2018-05-26,Primera B Metropolitana,League,Argentina
604,2018,2018-08-17,2019-06-20,Primera B Metropolitana,League,Argentina
605,2019,2019-08-03,2021-01-03,Primera B Metropolitana,League,Argentina
606,2021,2021-03-06,2021-12-19,Primera B Metropolitana,League,Argentina
607,2022,2022-02-12,2022-11-05,Primera B Metropolitana,League,Argentina
608,2011,2011-08-06,2012-06-23,Primera Nacional,League,Argentina
609,2012,2012-08-11,2013-06-17,Primera Nacional,League,Argentina
610,2013,2013-08-03,2014-06-11,Primera Nacional,League,Argentina
611,2014,2014-08-09,2014-12-19,Primera Nacional,League,Argentina
612,2015,2015-02-13,2015-12-06,Primera Nacional,League,Argentina
613,2016,2016-08-27,2017-07-30,Primera Nacional,League,Argentina
614,2017,2017-09-16,2018-06-03,Primera Nacional,League,Argentina
615,2018,2018-08-25,2019-06-08,Primera Nacional,League,Argentina
616,2013,2013-08-02,2014-06-09,Primera C,League,Argentina
617,2014,2014-08-08,2014-12-08,Primera C,League,Argentina
618,2011,2011-08-20,2012-06-24,Torneo Federal A,League,Argentina
619,2012,2012-08-19,2013-06-09,Torneo Federal A,League,Argentina
620,2013,2013-08-17,2014-06-08,Torneo Federal A,League,Argentina
621,2011,2011-10-08,2012-04-22,A-League,League,Australia
622,2012,2012-10-05,2013-04-21,A-League,League,Australia
623,2013,2013-10-11,2014-05-04,A-League,League,Australia
624,2014,2014-10-10,2015-05-17,A-League,League,Australia
625,2015,2015-10-08,2016-05-01,A-League,League,Australia
626,2016,2016-10-07,2017-05-07,A-League,League,Australia
627,2017,2017-10-06,2018-05-05,A-League,League,Australia
628,2018,2018-10-19,2019-05-05,A-League,League,Australia
629,2019,2019-10-11,2020-08-30,A-League,League,Australia
630,2020,2020-12-28,2021-06-26,A-League,League,Australia
631,2021,2021-11-19,2022-05-28,A-League,League,Australia
632,2011,2011-07-15,2012-05-20,Cup,Cup,Austria
633,2012,2012-07-12,2013-05-30,Cup,Cup,Austria
634,2013,2013-07-12,2014-05-18,Cup,Cup,Austria
635,2014,2014-07-11,2015-06-03,Cup,Cup,Austria
636,2015,2015-07-17,2016-05-19,Cup,Cup,Austria
637,2016,2016-07-08,2017-06-01,Cup,Cup,Austria
638,2017,2017-07-14,2018-05-09,Cup,Cup,Austria
639,2018,2018-07-20,2019-05-01,Cup,Cup,Austria
640,2019,2019-07-19,2020-05-29,Cup,Cup,Austria
641,2020,2020-08-28,2021-05-01,Cup,Cup,Austria
642,2021,2021-07-16,2022-05-01,Cup,Cup,Austria
643,2022,2022-07-15,2023-02-03,Cup,Cup,Austria
644,2011,2011-07-11,2012-05-18,2. Liga,League,Austria
645,2012,2012-07-20,2013-05-24,2. Liga,League,Austria
646,2013,2013-07-19,2014-05-23,2. Liga,League,Austria
647,2014,2014-07-18,2015-05-29,2. Liga,League,Austria
648,2015,2015-07-24,2016-05-25,2. Liga,League,Austria
649,2016,2016-07-22,2017-05-26,2. Liga,League,Austria
650,2017,2017-07-21,2018-05-25,2. Liga,League,Austria
651,2011,2011-07-16,2012-05-17,Bundesliga,League,Austria
652,2012,2012-07-21,2013-05-26,Bundesliga,League,Austria
653,2013,2013-07-20,2014-05-12,Bundesliga,League,Austria
654,2014,2014-07-19,2015-05-31,Bundesliga,League,Austria
655,2015,2015-07-25,2016-05-15,Bundesliga,League,Austria
656,2016,2016-07-23,2017-05-28,Bundesliga,League,Austria
657,2017,2017-07-22,2018-05-27,Bundesliga,League,Austria
658,2018,2018-07-27,2019-06-02,Bundesliga,League,Austria
659,2019,2019-07-26,2020-07-15,Bundesliga,League,Austria
660,2020,2020-09-11,2021-05-30,Bundesliga,League,Austria
661,2021,2021-07-23,2022-05-29,Bundesliga,League,Austria
662,2022,2022-07-22,2023-03-18,Bundesliga,League,Austria
663,2011,2011-09-10,2012-05-12,Birinci Dasta,League,Azerbaidjan
664,2012,2012-09-08,2013-05-19,Birinci Dasta,League,Azerbaidjan
665,2013,2013-09-13,2014-05-18,Birinci Dasta,League,Azerbaidjan
666,2014,2014-09-05,2015-05-27,Birinci Dasta,League,Azerbaidjan
667,2015,2015-09-10,2016-05-13,Birinci Dasta,League,Azerbaidjan
668,2016,2016-09-07,2017-04-27,Birinci Dasta,League,Azerbaidjan
669,2017,2017-10-03,2018-05-11,Birinci Dasta,League,Azerbaidjan
670,2018,2018-08-23,2019-05-10,Birinci Dasta,League,Azerbaidjan
671,2019,2019-08-22,2020-05-06,Birinci Dasta,League,Azerbaidjan
672,2020,2020-10-01,2021-05-17,Birinci Dasta,League,Azerbaidjan
673,2021,2021-09-14,2022-05-17,Birinci Dasta,League,Azerbaidjan
674,2022,2022-08-24,2023-05-23,Birinci Dasta,League,Azerbaidjan
675,2013,2013-08-02,2014-05-17,Premyer Liqa,League,Azerbaidjan
676,2014,2014-08-09,2015-05-28,Premyer Liqa,League,Azerbaidjan
677,2015,2015-08-09,2016-05-20,Premyer Liqa,League,Azerbaidjan
678,2018,2018-08-11,2019-05-11,Premyer Liqa,League,Azerbaidjan
679,2019,2019-08-16,2020-07-29,Premyer Liqa,League,Azerbaidjan
680,2020,2020-08-21,2021-05-22,Premyer Liqa,League,Azerbaidjan
681,2021,2021-08-14,2022-05-21,Premyer Liqa,League,Azerbaidjan
682,2022,2022-08-05,2023-05-28,Premyer Liqa,League,Azerbaidjan
683,2011,2011-08-02,2012-06-01,Regionalliga - Mitte,League,Austria
684,2012,2012-08-03,2013-06-01,Regionalliga - Mitte,League,Austria
685,2013,2013-08-02,2014-05-30,Regionalliga - Mitte,League,Austria
686,2014,2014-08-01,2015-05-29,Regionalliga - Mitte,League,Austria
687,2015,2015-07-24,2016-06-01,Regionalliga - Mitte,League,Austria
688,2016,2016-07-22,2017-06-09,Regionalliga - Mitte,League,Austria
689,2017,2017-07-21,2018-05-18,Regionalliga - Mitte,League,Austria
690,2018,2018-07-27,2019-06-07,Regionalliga - Mitte,League,Austria
691,2019,2019-07-26,2020-06-05,Regionalliga - Mitte,League,Austria
692,2020,2020-08-14,2021-06-04,Regionalliga - Mitte,League,Austria
693,2021,2021-07-22,2022-06-10,Regionalliga - Mitte,League,Austria
694,2022,2022-07-22,2023-06-09,Regionalliga - Mitte,League,Austria
695,2011,2011-08-05,2012-05-31,Regionalliga - Ost,League,Austria
696,2012,2012-08-03,2013-05-29,Regionalliga - Ost,League,Austria
697,2013,2013-08-02,2014-05-28,Regionalliga - Ost,League,Austria
698,2014,2014-08-01,2015-05-30,Regionalliga - Ost,League,Austria
699,2015,2015-07-31,2016-06-03,Regionalliga - Ost,League,Austria
700,2016,2016-08-05,2017-05-26,Regionalliga - Ost,League,Austria
701,2017,2017-08-04,2018-05-27,Regionalliga - Ost,League,Austria
702,2018,2018-08-03,2019-06-07,Regionalliga - Ost,League,Austria
703,2019,2019-08-02,2020-05-30,Regionalliga - Ost,League,Austria
704,2020,2020-08-21,2021-06-28,Regionalliga - Ost,League,Austria
705,2021,2021-07-30,2022-05-29,Regionalliga - Ost,League,Austria
706,2022,2022-07-29,2023-05-27,Regionalliga - Ost,League,Austria
707,2011,2011-07-29,2012-05-28,Regionalliga - West,League,Austria
708,2012,2012-07-27,2013-06-01,Regionalliga - West,League,Austria
709,2013,2013-07-27,2014-05-31,Regionalliga - West,League,Austria
710,2014,2014-07-25,2015-06-06,Regionalliga - West,League,Austria
711,2015,2015-07-24,2016-06-01,Regionalliga - West,League,Austria
712,2016,2016-07-22,2017-05-27,Regionalliga - West,League,Austria
713,2017,2017-07-21,2018-05-19,Regionalliga - West,League,Austria
714,2018,2018-07-27,2019-06-07,Regionalliga - West,League,Austria
715,2019,2019-07-27,2020-06-12,Regionalliga - West,League,Austria
716,2020,2020-08-01,2021-06-12,Regionalliga - West,League,Austria
717,2021,2021-07-17,2022-04-02,Regionalliga - West,League,Austria
718,2022,2022-07-23,2023-04-01,Regionalliga - West,League,Austria
719,2011,2011-08-12,2012-05-19,Premier League,League,Wales
720,2012,2012-08-17,2013-05-18,Premier League,League,Wales
721,2013,2013-08-23,2014-05-17,Premier League,League,Wales
722,2014,2014-08-22,2015-05-17,Premier League,League,Wales
723,2015,2015-08-21,2016-05-14,Premier League,League,Wales
724,2016,2016-08-12,2017-05-13,Premier League,League,Wales
725,2017,2017-08-11,2018-05-20,Premier League,League,Wales
726,2018,2018-08-10,2019-05-19,Premier League,League,Wales
727,2019,2019-08-16,2020-04-25,Premier League,League,Wales
728,2020,2020-09-12,2021-05-29,Premier League,League,Wales
729,2021,2021-08-13,2022-05-14,Premier League,League,Wales
730,2022,2022-08-12,2023-01-07,Premier League,League,Wales
731,2011,2011-08-11,2012-05-31,Primera División,League,Venezuela
732,2012,2012-08-11,2013-05-29,Primera División,League,Venezuela
733,2013,2013-08-10,2014-05-28,Primera División,League,Venezuela
734,2014,2014-08-09,2015-05-21,Primera División,League,Venezuela
735,2015,2015-07-11,2015-12-13,Primera División,League,Venezuela
736,2016,2016-01-29,2016-12-11,Primera División,League,Venezuela
737,2017,2017-01-28,2017-12-17,Primera División,League,Venezuela
738,2018,2018-01-27,2018-12-05,Primera División,League,Venezuela
739,2019,2019-01-26,2019-12-15,Primera División,League,Venezuela
740,2020,2020-01-30,2020-12-15,Primera División,League,Venezuela
741,2021,2021-04-11,2021-12-11,Primera División,League,Venezuela
742,2022,2022-02-24,2022-10-30,Primera División,League,Venezuela
743,2012,2012-08-18,2013-05-26,Segunda División,League,Venezuela
744,2013,2013-08-10,2014-05-24,Segunda División,League,Venezuela
745,2015,2015-07-18,2015-11-14,Segunda División,League,Venezuela
746,2016,2016-02-20,2016-11-26,Segunda División,League,Venezuela
747,2017,2017-02-10,2017-12-20,Segunda División,League,Venezuela
748,2018,2018-03-02,2018-12-06,Segunda División,League,Venezuela
749,2019,2019-02-27,2019-12-07,Segunda División,League,Venezuela
750,2020,2020-02-22,2020-12-10,Segunda División,League,Venezuela
751,2021,2021-05-14,2021-11-15,Segunda División,League,Venezuela
752,2022,2022-03-26,2022-10-16,Segunda División,League,Venezuela
753,2011,2011-09-25,2012-05-21,Professional League,League,Oman
754,2011,2011-09-11,2012-05-07,Premier League,League,Jamaica
755,2012,2012-09-02,2013-05-12,Premier League,League,Jamaica
756,2013,2013-09-15,2014-05-20,Premier League,League,Jamaica
757,2014,2014-09-07,2015-06-02,Premier League,League,Jamaica
758,2015,2015-09-06,2016-05-01,Premier League,League,Jamaica
759,2016,2016-09-03,2017-06-06,Premier League,League,Jamaica
760,2017,2017-09-24,2018-04-24,Premier League,League,Jamaica
761,2018,2018-09-16,2019-04-30,Premier League,League,Jamaica
762,2019,2019-09-01,2020-03-29,Premier League,League,Jamaica
763,2021,2022-01-16,2022-07-03,Premier League,League,Jamaica
764,2022,2022-10-23,2023-05-07,Premier League,League,Jamaica
765,2012,2012-08-21,2013-05-05,League,League,Jordan
766,2018,2018-08-24,2019-05-09,League,League,Jordan
767,2022,2022-04-08,2022-11-04,League,League,Jordan
768,2015,2015-04-03,2015-11-01,1. Division,League,Kazakhstan
769,2017,2017-04-15,2017-10-29,1. Division,League,Kazakhstan
770,2019,2019-04-05,2019-11-03,1. Division,League,Kazakhstan
771,2020,2020-09-15,2020-10-31,1. Division,League,Kazakhstan
772,2021,2021-04-11,2021-10-29,1. Division,League,Kazakhstan
773,2022,2022-04-16,2022-11-05,1. Division,League,Kazakhstan
774,2011,2011-12-30,2012-06-01,Premier League,League,Kuwait
775,2012,2012-09-14,2013-04-19,Premier League,League,Kuwait
776,2013,2013-08-30,2014-04-26,Premier League,League,Kuwait
777,2014,2014-08-22,2015-05-10,Premier League,League,Kuwait
778,2015,2015-10-15,2016-04-29,Premier League,League,Kuwait
779,2016,2016-09-28,2017-05-25,Premier League,League,Kuwait
780,2017,2017-09-14,2018-04-14,Premier League,League,Kuwait
781,2018,2018-08-26,2019-05-09,Premier League,League,Kuwait
782,2019,2019-09-14,2020-08-31,Premier League,League,Kuwait
783,2020,2020-10-15,2021-05-17,Premier League,League,Kuwait
784,2021,2021-11-19,2022-04-26,Premier League,League,Kuwait
785,2022,2022-08-25,2022-11-12,Premier League,League,Kuwait
786,2011,2011-07-16,2012-05-23,Superliga,League,Denmark
787,2012,2012-07-13,2013-05-20,Superliga,League,Denmark
788,2013,2013-07-19,2014-05-18,Superliga,League,Denmark
789,2014,2014-07-18,2015-06-07,Superliga,League,Denmark
790,2015,2015-07-17,2016-05-29,Superliga,League,Denmark
791,2016,2016-07-15,2017-06-01,Superliga,League,Denmark
792,2017,2017-07-14,2018-05-25,Superliga,League,Denmark
793,2018,2018-07-13,2019-05-31,Superliga,League,Denmark
794,2019,2019-07-12,2020-07-29,Superliga,League,Denmark
795,2020,2020-09-11,2021-05-28,Superliga,League,Denmark
796,2021,2021-07-16,2022-05-29,Superliga,League,Denmark
797,2022,2022-07-15,2023-03-19,Superliga,League,Denmark
798,2011,2011-08-12,2012-06-10,1. Division,League,Denmark
799,2012,2012-07-28,2013-05-20,1. Division,League,Denmark
800,2013,2013-07-25,2014-06-09,1. Division,League,Denmark
801,2014,2014-07-25,2015-06-06,1. Division,League,Denmark
802,2015,2015-07-23,2016-05-28,1. Division,League,Denmark
803,2016,2016-07-21,2017-05-27,1. Division,League,Denmark
804,2017,2017-07-27,2018-05-20,1. Division,League,Denmark
805,2018,2018-07-29,2019-05-25,1. Division,League,Denmark
806,2019,2019-07-26,2020-07-25,1. Division,League,Denmark
807,2020,2020-09-10,2021-05-27,1. Division,League,Denmark
808,2011,2011-08-07,2012-05-20,Liga Nacional,League,Honduras
809,2012,2012-07-29,2013-05-19,Liga Nacional,League,Honduras
810,2013,2013-08-11,2014-05-04,Liga Nacional,League,Honduras
811,2014,2014-08-02,2015-05-24,Liga Nacional,League,Honduras
812,2015,2015-08-01,2016-05-22,Liga Nacional,League,Honduras
813,2016,2016-07-30,2017-05-28,Liga Nacional,League,Honduras
814,2017,2017-07-30,2018-05-19,Liga Nacional,League,Honduras
815,2018,2018-07-28,2019-06-02,Liga Nacional,League,Honduras
816,2019,2019-07-27,2020-04-23,Liga Nacional,League,Honduras
817,2020,2020-09-27,2021-05-20,Liga Nacional,League,Honduras
818,2021,2021-08-08,2022-05-29,Liga Nacional,League,Honduras
819,2022,2022-07-31,2022-11-13,Liga Nacional,League,Honduras
820,2011,2011-09-03,2012-05-20,Premier League,League,Hong-Kong
821,2012,2012-08-31,2013-05-05,Premier League,League,Hong-Kong
822,2013,2013-08-30,2014-05-11,Premier League,League,Hong-Kong
823,2014,2014-09-12,2015-05-09,Premier League,League,Hong-Kong
824,2015,2015-09-12,2016-05-07,Premier League,League,Hong-Kong
825,2017,2017-08-25,2018-05-13,Premier League,League,Hong-Kong
826,2018,2018-08-31,2019-05-19,Premier League,League,Hong-Kong
827,2019,2019-08-30,2020-10-11,Premier League,League,Hong-Kong
828,2020,2020-11-21,2021-05-30,Premier League,League,Hong-Kong
829,2021,2021-10-23,2022-05-01,Premier League,League,Hong-Kong
830,2022,2022-08-27,2023-05-07,Premier League,League,Hong-Kong
831,2011,2011-09-20,2012-05-01,Magyar Kupa,Cup,Hungary
832,2012,2012-08-08,2013-05-22,Magyar Kupa,Cup,Hungary
833,2013,2013-08-07,2014-05-25,Magyar Kupa,Cup,Hungary
834,2014,2014-08-07,2015-05-20,Magyar Kupa,Cup,Hungary
835,2015,2015-08-05,2016-05-07,Magyar Kupa,Cup,Hungary
836,2016,2016-09-14,2017-05-31,Magyar Kupa,Cup,Hungary
837,2017,2017-09-19,2018-05-23,Magyar Kupa,Cup,Hungary
838,2018,2018-09-22,2019-05-25,Magyar Kupa,Cup,Hungary
839,2019,2019-09-21,2020-06-03,Magyar Kupa,Cup,Hungary
840,2020,2020-09-18,2021-05-03,Magyar Kupa,Cup,Hungary
841,2021,2021-08-07,2022-05-11,Magyar Kupa,Cup,Hungary
842,2022,2022-08-06,2023-02-08,Magyar Kupa,Cup,Hungary
843,2011,2011-07-15,2012-05-27,NB I,League,Hungary
844,2012,2012-07-27,2013-06-02,NB I,League,Hungary
845,2013,2013-07-26,2014-06-01,NB I,League,Hungary
846,2014,2014-07-25,2015-05-31,NB I,League,Hungary
847,2015,2015-07-18,2016-04-30,NB I,League,Hungary
